time,OMEGA_UT1416
2022-07-20 00:00:00,-0.022599989851624064
2022-07-20 01:00:00,-0.022599989851624064
2022-07-20 02:00:00,-0.022599989851624064
2022-07-20 03:00:00,-0.027534616550323614
2022-07-20 04:00:00,-0.027534616550323614
2022-07-20 05:00:00,-0.027534616550323614
2022-07-20 06:00:00,-0.045329076235865996
2022-07-20 07:00:00,-0.045329076235865996
2022-07-20 08:00:00,-0.045329076235865996
2022-07-20 09:00:00,-0.04359986588501938
2022-07-20 10:00:00,-0.04359986588501938
2022-07-20 11:00:00,-0.04359986588501938
2022-07-20 12:00:00,-0.03767643381294676
2022-07-20 13:00:00,-0.03767643381294676
2022-07-20 14:00:00,-0.03767643381294676
2022-07-20 15:00:00,-0.02550184085014299
2022-07-20 16:00:00,-0.02550184085014299
2022-07-20 17:00:00,-0.02550184085014299
2022-07-20 18:00:00,-0.005329928119861489
2022-07-20 19:00:00,-0.005329928119861489
2022-07-20 20:00:00,-0.005329928119861489
2022-07-20 21:00:00,0.010201990854983188
2022-07-20 22:00:00,0.010201990854983188
2022-07-20 23:00:00,0.010201990854983188
2022-07-21 00:00:00,-0.0013181245291267571
2022-07-21 01:00:00,-0.0013181245291267571
2022-07-21 02:00:00,-0.0013181245291267571
2022-07-21 03:00:00,-0.00946215768418204
2022-07-21 04:00:00,-0.00946215768418204
2022-07-21 05:00:00,-0.00946215768418204
2022-07-21 06:00:00,-0.003296721787988001
2022-07-21 07:00:00,-0.003296721787988001
2022-07-21 08:00:00,-0.003296721787988001
2022-07-21 09:00:00,0.02583025011141374
2022-07-21 10:00:00,0.02583025011141374
2022-07-21 11:00:00,0.02583025011141374
2022-07-21 12:00:00,0.03753271487031338
2022-07-21 13:00:00,0.03753271487031338
2022-07-21 14:00:00,0.03753271487031338
2022-07-21 15:00:00,0.046464058712029396
2022-07-21 16:00:00,0.046464058712029396
2022-07-21 17:00:00,0.046464058712029396
2022-07-21 18:00:00,0.0480466510965979
2022-07-21 19:00:00,0.0480466510965979
2022-07-21 20:00:00,0.0480466510965979
2022-07-21 21:00:00,0.04055654298102088
2022-07-21 22:00:00,0.04055654298102088
2022-07-21 23:00:00,0.04055654298102088
2022-07-22 00:00:00,0.023676448069093532
2022-07-22 01:00:00,0.023676448069093532
2022-07-22 02:00:00,0.023676448069093532
2022-07-22 03:00:00,0.01148596842664364
2022-07-22 04:00:00,0.01148596842664364
2022-07-22 05:00:00,0.01148596842664364
2022-07-22 06:00:00,0.005357817636759491
2022-07-22 07:00:00,0.005357817636759491
2022-07-22 08:00:00,0.005357817636759491
2022-07-22 09:00:00,-0.01313363496238542
2022-07-22 10:00:00,-0.01313363496238542
2022-07-22 11:00:00,-0.01313363496238542
2022-07-22 12:00:00,-0.02566544771682485
2022-07-22 13:00:00,-0.02566544771682485
2022-07-22 14:00:00,-0.02566544771682485
2022-07-22 15:00:00,-0.030771977626897408
2022-07-22 16:00:00,-0.030771977626897408
2022-07-22 17:00:00,-0.030771977626897408
2022-07-22 18:00:00,-0.02413398447233068
2022-07-22 19:00:00,-0.02413398447233068
2022-07-22 20:00:00,-0.02413398447233068
2022-07-22 21:00:00,-0.028342788181760566
2022-07-22 22:00:00,-0.028342788181760566
2022-07-22 23:00:00,-0.028342788181760566
2022-07-23 00:00:00,-0.00928203806554078
2022-07-23 01:00:00,-0.00928203806554078
2022-07-23 02:00:00,-0.00928203806554078
2022-07-23 03:00:00,-0.005365015338542612
2022-07-23 04:00:00,-0.005365015338542612
2022-07-23 05:00:00,-0.005365015338542612
2022-07-23 06:00:00,-0.010712998317929009
2022-07-23 07:00:00,-0.010712998317929009
2022-07-23 08:00:00,-0.010712998317929009
2022-07-23 09:00:00,-0.008647595866006672
2022-07-23 10:00:00,-0.008647595866006672
2022-07-23 11:00:00,-0.008647595866006672
2022-07-23 12:00:00,0.0016176477504387572
2022-07-23 13:00:00,0.0016176477504387572
2022-07-23 14:00:00,0.0016176477504387572
2022-07-23 15:00:00,0.005658867672305163
2022-07-23 16:00:00,0.005658867672305163
2022-07-23 17:00:00,0.005658867672305163
2022-07-23 18:00:00,0.016507592639604475
2022-07-23 19:00:00,0.016507592639604475
2022-07-23 20:00:00,0.016507592639604475
2022-07-23 21:00:00,0.01811893806178332
2022-07-23 22:00:00,0.01811893806178332
2022-07-23 23:00:00,0.01811893806178332
2022-07-24 00:00:00,0.009214389417037602
2022-07-24 01:00:00,0.009214389417037602
2022-07-24 02:00:00,0.009214389417037602
2022-07-24 03:00:00,0.01912722101505434
2022-07-24 04:00:00,0.01912722101505434
2022-07-24 05:00:00,0.01912722101505434
2022-07-24 06:00:00,0.029779183784323354
2022-07-24 07:00:00,0.029779183784323354
2022-07-24 08:00:00,0.029779183784323354
2022-07-24 09:00:00,0.027673458353463812
2022-07-24 10:00:00,0.027673458353463812
2022-07-24 11:00:00,0.027673458353463812
2022-07-24 12:00:00,0.022242115451384083
2022-07-24 13:00:00,0.022242115451384083
2022-07-24 14:00:00,0.022242115451384083
2022-07-24 15:00:00,0.008575231781587372
2022-07-24 16:00:00,0.008575231781587372
2022-07-24 17:00:00,0.008575231781587372
2022-07-24 18:00:00,0.009462202988243991
2022-07-24 19:00:00,0.009462202988243991
2022-07-24 20:00:00,0.009462202988243991
2022-07-24 21:00:00,0.0202807810364197
2022-07-24 22:00:00,0.0202807810364197
2022-07-24 23:00:00,0.0202807810364197
2022-07-25 00:00:00,0.019308365347883487
2022-07-25 01:00:00,0.019308365347883487
2022-07-25 02:00:00,0.019308365347883487
2022-07-25 03:00:00,0.01800223303740802
2022-07-25 04:00:00,0.01800223303740802
2022-07-25 05:00:00,0.01800223303740802
2022-07-25 06:00:00,0.023628711388551726
2022-07-25 07:00:00,0.023628711388551726
2022-07-25 08:00:00,0.023628711388551726
2022-07-25 09:00:00,0.012970879830565173
2022-07-25 10:00:00,0.012970879830565173
2022-07-25 11:00:00,0.012970879830565173
2022-07-25 12:00:00,-0.005380249658125537
2022-07-25 13:00:00,-0.005380249658125537
2022-07-25 14:00:00,-0.005380249658125537
2022-07-25 15:00:00,3.861717093782467e-05
2022-07-25 16:00:00,3.861717093782467e-05
2022-07-25 17:00:00,3.861717093782467e-05
2022-07-25 18:00:00,0.0010845986835159597
2022-07-25 19:00:00,0.0010845986835159597
2022-07-25 20:00:00,0.0010845986835159597
2022-07-25 21:00:00,0.0004953472893385088
2022-07-25 22:00:00,0.0004953472893385088
2022-07-25 23:00:00,0.0004953472893385088
2022-07-26 00:00:00,-0.010563925427407063
2022-07-26 01:00:00,-0.010563925427407063
2022-07-26 02:00:00,-0.010563925427407063
2022-07-26 03:00:00,0.008530270160510542
2022-07-26 04:00:00,0.008530270160510542
2022-07-26 05:00:00,0.008530270160510542
2022-07-26 06:00:00,0.015150186460967364
2022-07-26 07:00:00,0.015150186460967364
2022-07-26 08:00:00,0.015150186460967364
2022-07-26 09:00:00,0.02152921497350535
2022-07-26 10:00:00,0.02152921497350535
2022-07-26 11:00:00,0.02152921497350535
2022-07-26 12:00:00,0.0019587348401845887
2022-07-26 13:00:00,0.0019587348401845887
2022-07-26 14:00:00,0.0019587348401845887
2022-07-26 15:00:00,-0.002632455609658143
2022-07-26 16:00:00,-0.002632455609658143
2022-07-26 17:00:00,-0.002632455609658143
2022-07-26 18:00:00,-0.01172848723536445
2022-07-26 19:00:00,-0.01172848723536445
2022-07-26 20:00:00,-0.01172848723536445
2022-07-26 21:00:00,-0.0007671456264748469
2022-07-26 22:00:00,-0.0007671456264748469
2022-07-26 23:00:00,-0.0007671456264748469
2022-07-27 00:00:00,-0.0027921695618031046
2022-07-27 01:00:00,-0.0027921695618031046
2022-07-27 02:00:00,-0.0027921695618031046
2022-07-27 03:00:00,-0.008362787355734771
2022-07-27 04:00:00,-0.008362787355734771
2022-07-27 05:00:00,-0.008362787355734771
2022-07-27 06:00:00,0.0033869132820627135
2022-07-27 07:00:00,0.0033869132820627135
2022-07-27 08:00:00,0.0033869132820627135
2022-07-27 09:00:00,0.0036640690061160047
2022-07-27 10:00:00,0.0036640690061160047
2022-07-27 11:00:00,0.0036640690061160047
2022-07-27 12:00:00,0.00041312136607011207
2022-07-27 13:00:00,0.00041312136607011207
2022-07-27 14:00:00,0.00041312136607011207
2022-07-27 15:00:00,0.0026967032895114694
2022-07-27 16:00:00,0.0026967032895114694
2022-07-27 17:00:00,0.0026967032895114694
2022-07-27 18:00:00,-0.009605426708576118
2022-07-27 19:00:00,-0.009605426708576118
2022-07-27 20:00:00,-0.009605426708576118
2022-07-27 21:00:00,-0.003593904586820335
2022-07-27 22:00:00,-0.003593904586820335
2022-07-27 23:00:00,-0.003593904586820335
2022-07-28 00:00:00,-0.0001337774771039378
2022-07-28 01:00:00,-0.0001337774771039378
2022-07-28 02:00:00,-0.0001337774771039378
2022-07-28 03:00:00,0.0026272561798392395
2022-07-28 04:00:00,0.0026272561798392395
2022-07-28 05:00:00,0.0026272561798392395
2022-07-28 06:00:00,0.010957368997095417
2022-07-28 07:00:00,0.010957368997095417
2022-07-28 08:00:00,0.010957368997095417
2022-07-28 09:00:00,0.006266235996471312
2022-07-28 10:00:00,0.006266235996471312
2022-07-28 11:00:00,0.006266235996471312
2022-07-28 12:00:00,0.000860888438872442
2022-07-28 13:00:00,0.000860888438872442
2022-07-28 14:00:00,0.000860888438872442
2022-07-28 15:00:00,-0.005723062055100174
2022-07-28 16:00:00,-0.005723062055100174
2022-07-28 17:00:00,-0.005723062055100174
2022-07-28 18:00:00,-0.007885766669767997
2022-07-28 19:00:00,-0.007885766669767997
2022-07-28 20:00:00,-0.007885766669767997
2022-07-28 21:00:00,-0.002661099171610296
2022-07-28 22:00:00,-0.002661099171610296
2022-07-28 23:00:00,-0.002661099171610296
2022-07-29 00:00:00,-0.0018858236302737126
2022-07-29 01:00:00,-0.0018858236302737126
2022-07-29 02:00:00,-0.0018858236302737126
2022-07-29 03:00:00,0.005566990954959102
2022-07-29 04:00:00,0.005566990954959102
2022-07-29 05:00:00,0.005566990954959102
2022-07-29 06:00:00,0.004684186043090826
2022-07-29 07:00:00,0.004684186043090826
2022-07-29 08:00:00,0.004684186043090826
2022-07-29 09:00:00,0.0036196445153554666
2022-07-29 10:00:00,0.0036196445153554666
2022-07-29 11:00:00,0.0036196445153554666
2022-07-29 12:00:00,0.017167495341031173
2022-07-29 13:00:00,0.017167495341031173
2022-07-29 14:00:00,0.017167495341031173
2022-07-29 15:00:00,0.014627847353150335
2022-07-29 16:00:00,0.014627847353150335
2022-07-29 17:00:00,0.014627847353150335
2022-07-29 18:00:00,0.0017511429411013676
2022-07-29 19:00:00,0.0017511429411013676
2022-07-29 20:00:00,0.0017511429411013676
2022-07-29 21:00:00,-0.011068937208334153
2022-07-29 22:00:00,-0.011068937208334153
2022-07-29 23:00:00,-0.011068937208334153
2022-07-30 00:00:00,-0.005809727767483232
2022-07-30 01:00:00,-0.005809727767483232
2022-07-30 02:00:00,-0.005809727767483232
2022-07-30 03:00:00,-0.013592303524150516
2022-07-30 04:00:00,-0.013592303524150516
2022-07-30 05:00:00,-0.013592303524150516
2022-07-30 06:00:00,-0.01479844559496744
2022-07-30 07:00:00,-0.01479844559496744
2022-07-30 08:00:00,-0.01479844559496744
2022-07-30 09:00:00,0.01642766486003832
2022-07-30 10:00:00,0.01642766486003832
2022-07-30 11:00:00,0.01642766486003832
2022-07-30 12:00:00,0.031058827071911252
2022-07-30 13:00:00,0.031058827071911252
2022-07-30 14:00:00,0.031058827071911252
2022-07-30 15:00:00,0.003953680533255587
2022-07-30 16:00:00,0.003953680533255587
2022-07-30 17:00:00,0.003953680533255587
2022-07-30 18:00:00,-0.014483326476962956
2022-07-30 19:00:00,-0.014483326476962956
2022-07-30 20:00:00,-0.014483326476962956
2022-07-30 21:00:00,-0.009384572455523103
2022-07-30 22:00:00,-0.009384572455523103
2022-07-30 23:00:00,-0.009384572455523103
2022-07-31 00:00:00,-0.023611233840663874
2022-07-31 01:00:00,-0.023611233840663874
2022-07-31 02:00:00,-0.023611233840663874
2022-07-31 03:00:00,-0.052884767861885
2022-07-31 04:00:00,-0.052884767861885
2022-07-31 05:00:00,-0.052884767861885
2022-07-31 06:00:00,-0.05631613388243289
2022-07-31 07:00:00,-0.05631613388243289
2022-07-31 08:00:00,-0.05631613388243289
2022-07-31 09:00:00,-0.03103349885671712
2022-07-31 10:00:00,-0.03103349885671712
2022-07-31 11:00:00,-0.03103349885671712
2022-07-31 12:00:00,-0.018724058810389417
2022-07-31 13:00:00,-0.018724058810389417
2022-07-31 14:00:00,-0.018724058810389417
2022-07-31 15:00:00,-0.011924354504097949
2022-07-31 16:00:00,-0.011924354504097949
2022-07-31 17:00:00,-0.011924354504097949
2022-07-31 18:00:00,-0.010440584389141859
2022-07-31 19:00:00,-0.010440584389141859
2022-07-31 20:00:00,-0.010440584389141859
2022-07-31 21:00:00,-0.015330567346937543
2022-07-31 22:00:00,-0.015330567346937543
2022-07-31 23:00:00,-0.015330567346937543
2022-08-01 00:00:00,-0.02017380231777139
2022-08-01 01:00:00,-0.02017380231777139
2022-08-01 02:00:00,-0.02017380231777139
2022-08-01 03:00:00,-0.02193665260578619
2022-08-01 04:00:00,-0.02193665260578619
2022-08-01 05:00:00,-0.02193665260578619
2022-08-01 06:00:00,-0.007335668931434974
2022-08-01 07:00:00,-0.007335668931434974
2022-08-01 08:00:00,-0.007335668931434974
2022-08-01 09:00:00,-0.004141831649697567
2022-08-01 10:00:00,-0.004141831649697567
2022-08-01 11:00:00,-0.004141831649697567
2022-08-01 12:00:00,-0.01581507138222855
2022-08-01 13:00:00,-0.01581507138222855
2022-08-01 14:00:00,-0.01581507138222855
2022-08-01 15:00:00,-0.02623200249875523
2022-08-01 16:00:00,-0.02623200249875523
2022-08-01 17:00:00,-0.02623200249875523
2022-08-01 18:00:00,-0.012714389220116182
2022-08-01 19:00:00,-0.012714389220116182
2022-08-01 20:00:00,-0.012714389220116182
2022-08-01 21:00:00,-0.01507786234137793
2022-08-01 22:00:00,-0.01507786234137793
2022-08-01 23:00:00,-0.01507786234137793
2022-08-02 00:00:00,-0.010760399155846763
2022-08-02 01:00:00,-0.010760399155846763
2022-08-02 02:00:00,-0.010760399155846763
2022-08-02 03:00:00,-0.0024246815527360407
2022-08-02 04:00:00,-0.0024246815527360407
2022-08-02 05:00:00,-0.0024246815527360407
2022-08-02 06:00:00,-0.002327755553145199
2022-08-02 07:00:00,-0.002327755553145199
2022-08-02 08:00:00,-0.002327755553145199
2022-08-02 09:00:00,-0.0027606132503748037
2022-08-02 10:00:00,-0.0027606132503748037
2022-08-02 11:00:00,-0.0027606132503748037
2022-08-02 12:00:00,-0.013066365593551295
2022-08-02 13:00:00,-0.013066365593551295
2022-08-02 14:00:00,-0.013066365593551295
2022-08-02 15:00:00,-0.016454213085088022
2022-08-02 16:00:00,-0.016454213085088022
2022-08-02 17:00:00,-0.016454213085088022
2022-08-02 18:00:00,-0.012298074895001471
2022-08-02 19:00:00,-0.012298074895001471
2022-08-02 20:00:00,-0.012298074895001471
2022-08-02 21:00:00,-0.011081514599950406
2022-08-02 22:00:00,-0.011081514599950406
2022-08-02 23:00:00,-0.011081514599950406
2022-08-03 00:00:00,-0.015057364889318605
2022-08-03 01:00:00,-0.015057364889318605
2022-08-03 02:00:00,-0.015057364889318605
2022-08-03 03:00:00,-0.01896531235879486
2022-08-03 04:00:00,-0.01896531235879486
2022-08-03 05:00:00,-0.01896531235879486
2022-08-03 06:00:00,-0.0039618712338265645
2022-08-03 07:00:00,-0.0039618712338265645
2022-08-03 08:00:00,-0.0039618712338265645
2022-08-03 09:00:00,-0.013907495589934005
2022-08-03 10:00:00,-0.013907495589934005
2022-08-03 11:00:00,-0.013907495589934005
2022-08-03 12:00:00,-0.023596196246805035
2022-08-03 13:00:00,-0.023596196246805035
2022-08-03 14:00:00,-0.023596196246805035
2022-08-03 15:00:00,-0.02045293003583758
2022-08-03 16:00:00,-0.02045293003583758
2022-08-03 17:00:00,-0.02045293003583758
2022-08-03 18:00:00,-0.019201254789589638
2022-08-03 19:00:00,-0.019201254789589638
2022-08-03 20:00:00,-0.019201254789589638
2022-08-03 21:00:00,-0.019058182935894667
2022-08-03 22:00:00,-0.019058182935894667
2022-08-03 23:00:00,-0.019058182935894667
2022-08-04 00:00:00,-0.023639935598523322
2022-08-04 01:00:00,-0.023639935598523322
2022-08-04 02:00:00,-0.023639935598523322
2022-08-04 03:00:00,-0.024397718202659163
2022-08-04 04:00:00,-0.024397718202659163
2022-08-04 05:00:00,-0.024397718202659163
2022-08-04 06:00:00,-0.009826844135132531
2022-08-04 07:00:00,-0.009826844135132531
2022-08-04 08:00:00,-0.009826844135132531
2022-08-04 09:00:00,-0.009576604930316347
2022-08-04 10:00:00,-0.009576604930316347
2022-08-04 11:00:00,-0.009576604930316347
2022-08-04 12:00:00,-0.01818289334373955
2022-08-04 13:00:00,-0.01818289334373955
2022-08-04 14:00:00,-0.01818289334373955
2022-08-04 15:00:00,-0.015278187602353577
2022-08-04 16:00:00,-0.015278187602353577
2022-08-04 17:00:00,-0.015278187602353577
2022-08-04 18:00:00,-0.01868967606146977
2022-08-04 19:00:00,-0.01868967606146977
2022-08-04 20:00:00,-0.01868967606146977
2022-08-04 21:00:00,-0.0146286071164226
2022-08-04 22:00:00,-0.0146286071164226
2022-08-04 23:00:00,-0.0146286071164226
2022-08-05 00:00:00,-0.008028062450581738
2022-08-05 01:00:00,-0.008028062450581738
2022-08-05 02:00:00,-0.008028062450581738
2022-08-05 03:00:00,-0.011814541162991228
2022-08-05 04:00:00,-0.011814541162991228
2022-08-05 05:00:00,-0.011814541162991228
2022-08-05 06:00:00,-0.019826272675546604
2022-08-05 07:00:00,-0.019826272675546604
2022-08-05 08:00:00,-0.019826272675546604
2022-08-05 09:00:00,-0.020766954746983216
2022-08-05 10:00:00,-0.020766954746983216
2022-08-05 11:00:00,-0.020766954746983216
2022-08-05 12:00:00,-0.011442099163271291
2022-08-05 13:00:00,-0.011442099163271291
2022-08-05 14:00:00,-0.011442099163271291
2022-08-05 15:00:00,-0.011702696437134117
2022-08-05 16:00:00,-0.011702696437134117
2022-08-05 17:00:00,-0.011702696437134117
2022-08-05 18:00:00,-0.014363866627543735
2022-08-05 19:00:00,-0.014363866627543735
2022-08-05 20:00:00,-0.014363866627543735
2022-08-05 21:00:00,-0.015659807852674672
2022-08-05 22:00:00,-0.015659807852674672
2022-08-05 23:00:00,-0.015659807852674672
